Bill No,Date,Customer,Mobile,Total Amount,Received,Balance,Payment Mode
73649,16-12-2025,Customer 367960,8865456024,15756.0,7878.0,7878.0,
73662,13-12-2025,Customer 61750,7793350589,13537.0,6768.0,6769.0,
73663,22-12-2025,Customer 742197,7067740593,9003.0,9003.0,0.0,
73709,10-12-2025,Customer 610066,8181231114,7285.0,3642.0,3643.0,
73723,25-12-2025,Customer 463490,9052489562,14141.0,7070.0,7071.0,
73771,27-12-2025,Customer 86806,7529669114,13961.0,6980.0,6981.0,
73782,11-12-2025,Customer 83408,9246192817,2074.0,1037.0,1037.0,
73825,12-12-2025,Customer 693896,8309986741,14298.0,7149.0,7149.0,
73839,02-12-2025,Customer 38214,9903755269,9709.0,9709.0,0.0,
73853,28-12-2025,Customer 914528,6722508571,15784.0,15784.0,0.0,
73897,10-12-2025,Customer 840064,9295228303,2392.0,1196.0,1196.0,
73967,19-12-2025,Customer 545373,8647293860,19591.0,9795.0,9796.0,
73974,16-12-2025,Customer 655719,7235772770,4406.0,2203.0,2203.0,
73985,03-12-2025,Customer 668268,6464280825,599.0,599.0,0.0,
74016,27-12-2025,Customer 745785,9132295824,10138.0,10138.0,0.0,
74048,29-12-2025,Customer 606313,6153458955,10007.0,5003.0,5004.0,
74085,15-12-2025,Customer 661972,8680707980,1457.0,728.0,729.0,
74101,17-12-2025,Customer 214191,9106610071,8376.0,8376.0,0.0,
74136,31-12-2025,Customer 596971,8127875181,10260.0,5130.0,5130.0,
74142,19-12-2025,Customer 332350,8843311647,6704.0,6704.0,0.0,
74152,29-12-2025,Customer 791302,6781499960,7383.0,7383.0,0.0,
74162,14-12-2025,Customer 500340,9672129534,2840.0,2840.0,0.0,
74165,15-12-2025,Customer 545741,7421862431,4101.0,2050.0,2051.0,
74170,28-12-2025,Customer 215590,6400568002,11622.0,11622.0,0.0,
74172,29-12-2025,Customer 203300,9176457388,545.0,545.0,0.0,
74176,15-12-2025,Customer 603434,6317351612,3599.0,3599.0,0.0,
74207,11-12-2025,Customer 413738,7213107978,13892.0,6946.0,6946.0,
74214,08-12-2025,Customer 101066,8173513962,6738.0,6738.0,0.0,
74230,03-12-2025,Customer 812439,8896174016,713.0,356.0,357.0,
74236,26-12-2025,Customer 253538,9189964956,11889.0,11889.0,0.0,
74247,19-12-2025,Customer 526198,6542923746,3314.0,3314.0,0.0,
74262,07-12-2025,Customer 412545,9173383543,17424.0,8712.0,8712.0,
74273,09-12-2025,Customer 783032,8894502326,16172.0,8086.0,8086.0,
74285,27-12-2025,Customer 402861,8633312080,1687.0,1687.0,0.0,
74287,11-12-2025,Customer 936833,9368928849,17070.0,17070.0,0.0,
74292,10-12-2025,Customer 491968,7136506228,12854.0,6427.0,6427.0,
74348,21-12-2025,Customer 504585,6886535026,12913.0,12913.0,0.0,
74452,13-12-2025,Customer 435418,6798745145,13721.0,6860.0,6861.0,
74472,24-12-2025,Customer 109516,8420293250,16875.0,16875.0,0.0,
74508,03-12-2025,Customer 370423,6432364931,17431.0,17431.0,0.0,
74534,11-12-2025,Customer 889621,9633421236,579.0,579.0,0.0,
74542,30-12-2025,Customer 12154,9348195410,6396.0,3198.0,3198.0,
74546,10-12-2025,Customer 340519,8768292053,5073.0,2536.0,2537.0,
74579,08-12-2025,Customer 355067,8805505787,9016.0,4508.0,4508.0,
74622,24-12-2025,Customer 639240,7641035274,11935.0,5967.0,5968.0,
74623,28-12-2025,Customer 162827,7758712737,13994.0,6997.0,6997.0,
74647,10-12-2025,Customer 775429,6974250840,17507.0,17507.0,0.0,
74666,07-12-2025,Customer 788627,7662910276,17213.0,8606.0,8607.0,
74723,15-12-2025,Customer 226188,8631725886,16185.0,8092.0,8093.0,
74745,28-12-2025,Customer 238958,9940534651,9841.0,9841.0,0.0,
74872,22-12-2025,Customer 727442,6897647683,10712.0,5356.0,5356.0,
74873,29-12-2025,Customer 587546,8159877719,11205.0,5602.0,5603.0,
74888,21-12-2025,Customer 241130,7491008924,7362.0,3681.0,3681.0,
74897,28-12-2025,Customer 401473,8822399431,1075.0,537.0,538.0,
74902,04-12-2025,Customer 305669,8297905693,10582.0,5291.0,5291.0,
74909,14-12-2025,Customer 67913,8946257123,2866.0,2866.0,0.0,
74936,18-12-2025,Customer 936031,8628508189,803.0,803.0,0.0,
74946,16-12-2025,Customer 909171,9124020047,15265.0,15265.0,0.0,
74975,31-12-2025,Customer 409078,7769129237,18987.0,18987.0,0.0,
74985,17-12-2025,Customer 148188,6977505821,955.0,477.0,478.0,
74991,28-12-2025,Customer 596589,8917303363,715.0,357.0,358.0,
75000,08-12-2025,Customer 613092,7738692278,1329.0,664.0,665.0,
75006,19-12-2025,Customer 770016,9486803938,17538.0,17538.0,0.0,
75012,05-12-2025,Customer 174433,6130962017,5649.0,5649.0,0.0,
75018,21-12-2025,Customer 791107,6683558360,13873.0,6936.0,6937.0,
75077,06-12-2025,Customer 710322,9444563431,18426.0,9213.0,9213.0,
75080,14-12-2025,Customer 420488,6641453768,8100.0,8100.0,0.0,
75099,23-12-2025,Customer 624942,6766922710,18802.0,9401.0,9401.0,
75109,03-12-2025,Customer 877519,6717055597,2368.0,2368.0,0.0,
75149,06-12-2025,Customer 417000,8530494549,17969.0,8984.0,8985.0,
75195,21-12-2025,Customer 396019,9209634234,13404.0,13404.0,0.0,
75217,27-12-2025,Customer 83061,8063785243,3628.0,1814.0,1814.0,
75232,24-12-2025,Customer 145305,8983801030,1303.0,1303.0,0.0,
75239,28-12-2025,Customer 222958,6641308695,7107.0,7107.0,0.0,
75255,29-12-2025,Customer 751329,6988477408,7923.0,3961.0,3962.0,
75264,22-12-2025,Customer 680587,6352691735,1922.0,961.0,961.0,
75276,09-12-2025,Customer 963966,8367310259,8067.0,4033.0,4034.0,
75349,04-12-2025,Customer 773353,7554691995,12442.0,6221.0,6221.0,
75353,07-12-2025,Customer 424109,8404203170,7489.0,7489.0,0.0,
75363,13-12-2025,Customer 354124,6037719364,8239.0,4119.0,4120.0,
75404,23-12-2025,Customer 434883,8546475689,15658.0,7829.0,7829.0,
75441,17-12-2025,Customer 808877,9221062081,12570.0,6285.0,6285.0,
75444,09-12-2025,Customer 299528,9341969685,1152.0,576.0,576.0,
75455,31-12-2025,Customer 342001,6616101615,7784.0,3892.0,3892.0,
75466,30-12-2025,Customer 704085,6399996322,7862.0,3931.0,3931.0,
75502,20-12-2025,Customer 740736,6762679536,13583.0,13583.0,0.0,
75530,24-12-2025,Customer 774540,9842295011,2372.0,1186.0,1186.0,
75560,08-12-2025,Customer 857399,7481333613,17577.0,8788.0,8789.0,
75575,20-12-2025,Customer 476700,8655603471,19010.0,9505.0,9505.0,
75643,06-12-2025,Customer 994404,7305159263,11304.0,5652.0,5652.0,
75668,16-12-2025,Customer 553591,8315322616,17770.0,8885.0,8885.0,
75684,04-12-2025,Customer 455696,7108781717,6438.0,6438.0,0.0,
75696,23-12-2025,Customer 486958,8801063130,17223.0,8611.0,8612.0,
75709,30-12-2025,Customer 675262,7277269392,4509.0,2254.0,2255.0,
75716,06-12-2025,Customer 508215,7823801004,1484.0,742.0,742.0,
75721,05-12-2025,Customer 490610,7245507787,15611.0,15611.0,0.0,
75777,25-12-2025,Customer 62481,6052399682,17171.0,8585.0,8586.0,
75800,14-12-2025,Customer 13693,8655311003,4977.0,2488.0,2489.0,
75830,28-12-2025,Customer 955911,9434250331,16421.0,8210.0,8211.0,
75849,14-12-2025,Customer 654209,6042511944,2429.0,1214.0,1215.0,
75875,09-12-2025,Customer 645553,6837678488,6355.0,6355.0,0.0,
75922,08-12-2025,Customer 742596,6342704849,8334.0,4167.0,4167.0,
75998,04-12-2025,Customer 413873,9083314440,1982.0,991.0,991.0,
76001,28-12-2025,Customer 865389,7025975605,1973.0,986.0,987.0,
76025,26-12-2025,Customer 225311,7587863439,13622.0,13622.0,0.0,
76036,21-12-2025,Customer 773928,7461018489,8111.0,4055.0,4056.0,
76049,09-12-2025,Customer 986144,6210885830,5535.0,5535.0,0.0,
76063,04-12-2025,Customer 494106,6666056973,4315.0,2157.0,2158.0,
76079,18-12-2025,Customer 275735,6084402559,8857.0,8857.0,0.0,
76139,30-12-2025,Customer 929645,7314417703,6001.0,3000.0,3001.0,
76166,05-12-2025,Customer 683828,6037629708,3198.0,3198.0,0.0,
76170,24-12-2025,Customer 264423,7368245831,9045.0,9045.0,0.0,
76182,23-12-2025,Customer 133502,6269194502,14837.0,7418.0,7419.0,
76185,08-12-2025,Customer 724203,9592651024,7886.0,7886.0,0.0,
76190,27-12-2025,Customer 585885,6199291872,4257.0,2128.0,2129.0,
76268,02-12-2025,Customer 842246,6357722992,11221.0,11221.0,0.0,
76299,13-12-2025,Customer 394909,8555397378,6924.0,3462.0,3462.0,
76334,20-12-2025,Customer 119114,7999247906,19367.0,9683.0,9684.0,
76375,30-12-2025,Customer 419396,6849412214,5499.0,5499.0,0.0,
76419,21-12-2025,Customer 61318,6693251908,16113.0,16113.0,0.0,
76475,18-12-2025,Customer 318400,8430382992,2700.0,2700.0,0.0,
76476,15-12-2025,Customer 723504,7549844864,14763.0,14763.0,0.0,
76480,10-12-2025,Customer 439556,8242350355,14037.0,7018.0,7019.0,
76489,07-12-2025,Customer 288759,6345657384,12266.0,6133.0,6133.0,
76501,19-12-2025,Customer 119426,8662718102,7483.0,3741.0,3742.0,
76507,22-12-2025,Customer 961960,9422296366,9824.0,4912.0,4912.0,
76557,08-12-2025,Customer 105223,7331822488,4979.0,4979.0,0.0,
76560,02-12-2025,Customer 812721,7021576047,10598.0,5299.0,5299.0,
76572,11-12-2025,Customer 975474,6744571543,1386.0,693.0,693.0,
76581,29-12-2025,Customer 906546,9194157454,18362.0,9181.0,9181.0,
76616,25-12-2025,Customer 402026,8770392503,18100.0,9050.0,9050.0,
76673,05-12-2025,Customer 109581,7658147225,1251.0,1251.0,0.0,
76675,30-12-2025,Customer 174936,6149284797,16986.0,16986.0,0.0,
76696,11-12-2025,Customer 696933,9128273578,19993.0,9996.0,9997.0,
76725,15-12-2025,Customer 423414,7477279044,14668.0,7334.0,7334.0,
76747,19-12-2025,Customer 911376,6469592119,4285.0,2142.0,2143.0,
76767,29-12-2025,Customer 468260,7722204429,14848.0,7424.0,7424.0,
76776,28-12-2025,Customer 137595,8898088295,5360.0,2680.0,2680.0,
76806,09-12-2025,Customer 147108,9355475913,8188.0,4094.0,4094.0,
76807,10-12-2025,Customer 193529,9203840201,14922.0,7461.0,7461.0,
76813,28-12-2025,Customer 469658,6773008704,1359.0,1359.0,0.0,
76897,19-12-2025,Customer 960369,9269859674,12870.0,12870.0,0.0,
76961,22-12-2025,Customer 381407,8607409374,10746.0,5373.0,5373.0,
77014,31-12-2025,Customer 852236,8778606618,6908.0,6908.0,0.0,
77017,02-12-2025,Customer 714444,9887720660,15970.0,7985.0,7985.0,
77079,22-12-2025,Customer 220861,8454947761,11323.0,5661.0,5662.0,
77115,16-12-2025,Customer 424778,9918766424,10502.0,5251.0,5251.0,
77187,23-12-2025,Customer 862053,9950429458,6517.0,3258.0,3259.0,
77214,04-12-2025,Customer 860320,9939900527,3511.0,1755.0,1756.0,
77264,29-12-2025,Customer 229648,9328493450,8440.0,8440.0,0.0,
77266,19-12-2025,Customer 195281,9654448311,17319.0,8659.0,8660.0,
77299,24-12-2025,Customer 789014,9531783274,19325.0,9662.0,9663.0,
77301,18-12-2025,Customer 980090,8467527193,4032.0,2016.0,2016.0,
77306,10-12-2025,Customer 762945,7044625676,4335.0,2167.0,2168.0,
77310,09-12-2025,Customer 389286,7166851820,15271.0,15271.0,0.0,
77326,31-12-2025,Customer 320386,6703692624,17426.0,17426.0,0.0,
77426,29-12-2025,Customer 557949,7564303080,13662.0,13662.0,0.0,
77436,28-12-2025,Customer 203027,8301363202,6933.0,6933.0,0.0,
77454,27-12-2025,Customer 818667,7973767631,10922.0,5461.0,5461.0,
77463,21-12-2025,Customer 873967,8010365910,3623.0,3623.0,0.0,
77483,12-12-2025,Customer 313296,7800282771,14583.0,7291.0,7292.0,
77490,28-12-2025,Customer 510857,6913684702,9285.0,4642.0,4643.0,
77493,23-12-2025,Customer 450431,9853096578,13711.0,6855.0,6856.0,
77501,05-12-2025,Customer 706045,9206647467,9763.0,4881.0,4882.0,
77515,24-12-2025,Customer 777544,9546002164,19511.0,19511.0,0.0,
77621,02-12-2025,Customer 670959,9452892797,16393.0,16393.0,0.0,
77625,04-12-2025,Customer 927326,9856808433,1971.0,1971.0,0.0,
77626,28-12-2025,Customer 218028,8088784390,12939.0,6469.0,6470.0,
77632,10-12-2025,Customer 834015,7821142341,11487.0,5743.0,5744.0,
77645,16-12-2025,Customer 271934,9708348123,2057.0,1028.0,1029.0,
77661,28-12-2025,Customer 137592,6377173893,10528.0,10528.0,0.0,
77682,11-12-2025,Customer 205453,6829286060,16883.0,16883.0,0.0,
77724,15-12-2025,Customer 854423,8890065130,13339.0,6669.0,6670.0,
77752,29-12-2025,Customer 401352,9118388617,11520.0,11520.0,0.0,
77792,27-12-2025,Customer 231680,8940647042,17174.0,17174.0,0.0,
77805,05-12-2025,Customer 177047,7182850159,9283.0,9283.0,0.0,
77819,22-12-2025,Customer 682594,8970506477,4050.0,2025.0,2025.0,
77821,17-12-2025,Customer 47866,7654290178,11591.0,11591.0,0.0,
77856,04-12-2025,Customer 146064,7788133009,2780.0,1390.0,1390.0,
77932,19-12-2025,Customer 590654,9855610118,5061.0,2530.0,2531.0,
77945,18-12-2025,Customer 828826,9379992743,19452.0,19452.0,0.0,
77958,05-12-2025,Customer 256894,6386932210,7531.0,3765.0,3766.0,
78005,27-12-2025,Customer 91016,8385564342,11640.0,5820.0,5820.0,
78015,06-12-2025,Customer 503485,8287267106,829.0,414.0,415.0,
78018,19-12-2025,Customer 261050,9588727608,2716.0,2716.0,0.0,
78027,06-12-2025,Customer 392825,8285048242,9238.0,4619.0,4619.0,
78030,13-12-2025,Customer 621547,6268436148,3989.0,3989.0,0.0,
78082,21-12-2025,Customer 387266,7570477505,3078.0,3078.0,0.0,
78099,26-12-2025,Customer 602652,9443977861,14786.0,7393.0,7393.0,
78129,25-12-2025,Customer 965047,9939627983,17995.0,8997.0,8998.0,
78130,05-12-2025,Customer 158466,9248721842,13136.0,6568.0,6568.0,
78140,14-12-2025,Customer 627280,8314735091,17610.0,8805.0,8805.0,
78175,08-12-2025,Customer 84751,6164153301,19863.0,9931.0,9932.0,
78177,29-12-2025,Customer 956810,9938866771,3263.0,3263.0,0.0,
78245,23-12-2025,Customer 215894,7752706116,12874.0,6437.0,6437.0,
78316,25-12-2025,Customer 83772,7027947117,7209.0,3604.0,3605.0,
78455,02-12-2025,Customer 201580,9732117458,19934.0,9967.0,9967.0,
78475,30-12-2025,Customer 578574,9209666407,10512.0,5256.0,5256.0,
78484,03-12-2025,Customer 451219,8994355984,18773.0,9386.0,9387.0,
78494,09-12-2025,Customer 201276,8529980600,19984.0,9992.0,9992.0,
78499,31-12-2025,Customer 234720,8368520941,18120.0,9060.0,9060.0,
78515,04-12-2025,Customer 84340,7551889120,3953.0,1976.0,1977.0,
78551,14-12-2025,Customer 667669,7215269017,17513.0,17513.0,0.0,
78552,28-12-2025,Customer 418049,6498358405,17307.0,17307.0,0.0,
78578,16-12-2025,Customer 81884,6751821240,15106.0,15106.0,0.0,
78595,20-12-2025,Customer 781739,6821303891,19748.0,9874.0,9874.0,
78600,24-12-2025,Customer 957145,7097257480,16955.0,8477.0,8478.0,
78605,30-12-2025,Customer 367949,8618563261,16123.0,16123.0,0.0,
78635,05-12-2025,Customer 119817,7031579820,19313.0,9656.0,9657.0,
78669,18-12-2025,Customer 981363,9722383815,10790.0,5395.0,5395.0,
78737,14-12-2025,Customer 759025,9756250361,13151.0,6575.0,6576.0,
78756,03-12-2025,Customer 146929,7917492499,16204.0,8102.0,8102.0,
78773,11-12-2025,Customer 892996,9591359662,7449.0,3724.0,3725.0,
78794,27-12-2025,Customer 59075,7351992228,18794.0,9397.0,9397.0,
78795,29-12-2025,Customer 799870,6070867338,10892.0,5446.0,5446.0,
78810,07-12-2025,Customer 395724,9484830737,1589.0,1589.0,0.0,
78816,17-12-2025,Customer 293901,8194028576,13824.0,6912.0,6912.0,
78829,06-12-2025,Customer 832775,9012174170,5241.0,2620.0,2621.0,
78840,14-12-2025,Customer 987558,9872429915,8945.0,4472.0,4473.0,
78862,18-12-2025,Customer 251054,8199698683,19126.0,9563.0,9563.0,
78863,19-12-2025,Customer 405737,9958282984,15937.0,7968.0,7969.0,
78888,14-12-2025,Customer 548321,6482583140,3660.0,3660.0,0.0,
78909,05-12-2025,Customer 879005,9170061813,19929.0,9964.0,9965.0,
78930,17-12-2025,Customer 163842,8342714024,1516.0,758.0,758.0,
78966,09-12-2025,Customer 597739,9863709128,7529.0,3764.0,3765.0,
78985,23-12-2025,Customer 891781,9126407249,18934.0,9467.0,9467.0,
78990,18-12-2025,Customer 197438,7320120146,3877.0,3877.0,0.0,
78994,10-12-2025,Customer 997965,6987535383,3377.0,3377.0,0.0,
79010,04-12-2025,Customer 934954,8877763910,12609.0,6304.0,6305.0,
79035,16-12-2025,Customer 805352,6852643326,17286.0,8643.0,8643.0,
79094,20-12-2025,Customer 875049,9467931713,13066.0,6533.0,6533.0,
79097,12-12-2025,Customer 725751,9796498476,17651.0,8825.0,8826.0,
79114,29-12-2025,Customer 249897,6470587992,13263.0,13263.0,0.0,
79140,05-12-2025,Customer 537602,6542819520,11209.0,11209.0,0.0,
79151,05-12-2025,Customer 345727,6862815063,8037.0,4018.0,4019.0,
79156,25-12-2025,Customer 744831,7846691133,1483.0,741.0,742.0,
79263,30-12-2025,Customer 434738,8599420087,5298.0,2649.0,2649.0,
79281,08-12-2025,Customer 562563,8492072925,7930.0,3965.0,3965.0,
79297,05-12-2025,Customer 888922,6722276344,3401.0,1700.0,1701.0,
79302,30-12-2025,Customer 345050,9226163149,5516.0,2758.0,2758.0,
79312,20-12-2025,Customer 411038,6054478060,18048.0,9024.0,9024.0,
79382,24-12-2025,Customer 861444,8260236024,5735.0,5735.0,0.0,
79420,04-12-2025,Customer 152743,7689177770,8967.0,4483.0,4484.0,
79439,05-12-2025,Customer 738206,6405505479,19950.0,9975.0,9975.0,
79441,10-12-2025,Customer 400470,9715398538,17476.0,8738.0,8738.0,
79469,30-12-2025,Customer 732495,6404760873,17934.0,8967.0,8967.0,
79504,28-12-2025,Customer 285358,9647355069,8743.0,4371.0,4372.0,
79534,07-12-2025,Customer 695362,8795382534,11617.0,11617.0,0.0,
79535,06-12-2025,Customer 486029,6272804366,15556.0,15556.0,0.0,
79538,27-12-2025,Customer 236186,7421653819,13202.0,6601.0,6601.0,
79571,04-12-2025,Customer 920387,6783158772,3277.0,3277.0,0.0,
79575,31-12-2025,Customer 900545,8678176756,12307.0,12307.0,0.0,
79647,08-12-2025,Customer 486282,9262822938,8488.0,4244.0,4244.0,
79652,15-12-2025,Customer 584084,6718722764,15480.0,7740.0,7740.0,
79660,13-12-2025,Customer 191851,9618711573,10328.0,10328.0,0.0,
79678,21-12-2025,Customer 577966,8921846836,2679.0,1339.0,1340.0,
79684,11-12-2025,Customer 481657,7781347253,8541.0,4270.0,4271.0,
79688,29-12-2025,Customer 534636,8722324051,10924.0,5462.0,5462.0,
79710,07-12-2025,Customer 954113,7928779452,15150.0,15150.0,0.0,
79756,28-12-2025,Customer 578523,7798283537,5166.0,2583.0,2583.0,
79803,12-12-2025,Customer 694658,6642471075,16305.0,8152.0,8153.0,
79812,20-12-2025,Customer 87595,7346359136,19411.0,9705.0,9706.0,
79843,13-12-2025,Customer 979788,8001246985,3420.0,1710.0,1710.0,
79860,19-12-2025,Customer 6274,8532167255,1679.0,1679.0,0.0,
79869,29-12-2025,Customer 884854,7261285953,2696.0,2696.0,0.0,
79882,03-12-2025,Customer 520524,9326347372,12030.0,12030.0,0.0,
79906,28-12-2025,Customer 425518,7437560510,13866.0,6933.0,6933.0,
79974,08-12-2025,Customer 899657,9645675773,19705.0,9852.0,9853.0,
79995,11-12-2025,Customer 216563,7461957928,17332.0,8666.0,8666.0,
80006,27-12-2025,Customer 281663,7455989877,4651.0,2325.0,2326.0,
80019,15-12-2025,Customer 464410,7959563345,11753.0,5876.0,5877.0,
80022,23-12-2025,Customer 908653,6090087320,15002.0,7501.0,7501.0,
80028,09-12-2025,Customer 323955,8602866231,15690.0,15690.0,0.0,
80043,08-12-2025,Customer 946914,6651408778,2602.0,2602.0,0.0,
80057,25-12-2025,Customer 772608,7653290882,3027.0,1513.0,1514.0,
80073,19-12-2025,Customer 563205,6969595954,17555.0,8777.0,8778.0,
80129,23-12-2025,Customer 116785,9489712258,3423.0,1711.0,1712.0,
80139,29-12-2025,Customer 386122,9627283805,5965.0,2982.0,2983.0,
80144,25-12-2025,Customer 338267,6319998721,13774.0,13774.0,0.0,
80151,06-12-2025,Customer 479365,7171807417,12791.0,6395.0,6396.0,
80260,10-12-2025,Customer 482873,7423270207,16434.0,16434.0,0.0,
80357,18-12-2025,Customer 191775,7948881794,11714.0,11714.0,0.0,
80387,14-12-2025,Customer 716607,7322466927,16396.0,8198.0,8198.0,
80396,10-12-2025,Customer 626698,6898214886,11294.0,5647.0,5647.0,
80416,03-12-2025,Customer 10413,9665876244,19391.0,9695.0,9696.0,
80421,25-12-2025,Customer 364918,8779066311,19763.0,9881.0,9882.0,
80423,29-12-2025,Customer 99817,9027005050,7228.0,7228.0,0.0,
80431,17-12-2025,Customer 123548,8791528069,4734.0,2367.0,2367.0,
80438,23-12-2025,Customer 789972,7728131571,6764.0,6764.0,0.0,
80473,21-12-2025,Customer 949420,7156332253,16170.0,8085.0,8085.0,
80482,31-12-2025,Customer 256221,9773092604,13923.0,6961.0,6962.0,
80534,26-12-2025,Customer 546881,7454147503,6499.0,3249.0,3250.0,
80544,13-12-2025,Customer 280959,6758285143,10058.0,5029.0,5029.0,
80557,21-12-2025,Customer 157265,9141468272,7601.0,3800.0,3801.0,
80582,13-12-2025,Customer 68343,9899975891,2857.0,1428.0,1429.0,
80592,18-12-2025,Customer 229183,7313854799,11253.0,5626.0,5627.0,
80593,18-12-2025,Customer 146496,6610396527,13711.0,6855.0,6856.0,
80651,06-12-2025,Customer 151670,9953459158,5320.0,2660.0,2660.0,
80684,03-12-2025,Customer 869799,8011618434,19515.0,9757.0,9758.0,
80728,22-12-2025,Customer 752942,6415023301,9015.0,4507.0,4508.0,
80741,17-12-2025,Customer 892187,6674075166,4543.0,2271.0,2272.0,
80773,29-12-2025,Customer 463875,8808300498,8543.0,4271.0,4272.0,
80844,07-12-2025,Customer 130427,7586109625,19708.0,9854.0,9854.0,
80845,20-12-2025,Customer 386849,6138483196,15303.0,7651.0,7652.0,
80866,11-12-2025,Customer 696013,8579314598,1621.0,1621.0,0.0,
80941,07-12-2025,Customer 377589,7296341241,3070.0,3070.0,0.0,
80970,25-12-2025,Customer 916031,7116258101,11073.0,5536.0,5537.0,
80973,08-12-2025,Customer 450552,9270589791,14507.0,7253.0,7254.0,
81031,04-12-2025,Customer 539014,6543651257,2251.0,2251.0,0.0,
81040,28-12-2025,Customer 29131,7785295387,17414.0,8707.0,8707.0,
81060,23-12-2025,Customer 373735,9563293513,10881.0,5440.0,5441.0,
81120,05-12-2025,Customer 577304,9646968576,14621.0,14621.0,0.0,
81168,18-12-2025,Customer 675438,6700890776,17993.0,8996.0,8997.0,
81193,25-12-2025,Customer 226888,8700963278,1010.0,505.0,505.0,
81261,18-12-2025,Customer 750105,8921233066,17298.0,8649.0,8649.0,
81268,26-12-2025,Customer 486169,6167139392,6705.0,3352.0,3353.0,
81307,20-12-2025,Customer 250175,7251436558,7860.0,3930.0,3930.0,
81325,20-12-2025,Customer 71791,6918727114,15726.0,7863.0,7863.0,
81351,16-12-2025,Customer 164842,8868007901,15120.0,7560.0,7560.0,
81365,06-12-2025,Customer 827808,7723632192,10636.0,5318.0,5318.0,
81383,03-12-2025,Customer 881172,6501069078,7883.0,3941.0,3942.0,
81398,13-12-2025,Customer 781219,9273558017,12560.0,6280.0,6280.0,
81399,16-12-2025,Customer 470657,8558551560,2239.0,1119.0,1120.0,
81436,20-12-2025,Customer 565255,7560564416,16604.0,16604.0,0.0,
81470,06-12-2025,Customer 810129,7807751613,9319.0,4659.0,4660.0,
81472,03-12-2025,Customer 664405,9349676609,2135.0,2135.0,0.0,
81591,08-12-2025,Customer 614426,9024085998,2958.0,1479.0,1479.0,
81603,08-12-2025,Customer 101164,6948950963,19257.0,9628.0,9629.0,
81634,07-12-2025,Customer 85411,6675035281,7870.0,7870.0,0.0,
81656,11-12-2025,Customer 444433,6826185538,16107.0,8053.0,8054.0,
81674,04-12-2025,Customer 178449,9594387672,9177.0,9177.0,0.0,
81708,05-12-2025,Customer 849859,7704172659,13663.0,13663.0,0.0,
81729,17-12-2025,Customer 753337,9042960404,12552.0,6276.0,6276.0,
81748,04-12-2025,Customer 17736,7139433874,19594.0,19594.0,0.0,
81762,29-12-2025,Customer 167668,8192518389,6974.0,3487.0,3487.0,
81774,28-12-2025,Customer 418188,9065774093,9551.0,4775.0,4776.0,
81784,08-12-2025,Customer 861125,7292957937,2147.0,1073.0,1074.0,
81790,10-12-2025,Customer 941173,7087397652,6979.0,3489.0,3490.0,
81800,13-12-2025,Customer 15518,6212074900,17118.0,17118.0,0.0,
81842,30-12-2025,Customer 604904,6168557743,12941.0,6470.0,6471.0,
81853,08-12-2025,Customer 857506,8094663535,16277.0,16277.0,0.0,
81854,28-12-2025,Customer 423553,6069989759,13321.0,13321.0,0.0,
81871,21-12-2025,Customer 433402,9259492970,1994.0,1994.0,0.0,
81884,07-12-2025,Customer 114853,9120955628,2461.0,2461.0,0.0,
81962,06-12-2025,Customer 879427,6342616116,15454.0,7727.0,7727.0,
81988,18-12-2025,Customer 433355,6163611950,12662.0,6331.0,6331.0,
82007,10-12-2025,Customer 349290,9183177241,15788.0,7894.0,7894.0,
82072,09-12-2025,Customer 246981,8106943564,10719.0,10719.0,0.0,
82123,29-12-2025,Customer 301120,8979736882,19810.0,19810.0,0.0,
82136,09-12-2025,Customer 240867,7419522925,19067.0,19067.0,0.0,
82163,09-12-2025,Customer 714449,9455827547,12257.0,6128.0,6129.0,
82183,15-12-2025,Customer 477003,7109585687,3331.0,1665.0,1666.0,
82194,22-12-2025,Customer 826109,6312717104,9208.0,4604.0,4604.0,
82226,30-12-2025,Customer 819848,8884894777,4807.0,2403.0,2404.0,
82278,14-12-2025,Customer 325865,8791190551,14041.0,14041.0,0.0,
82324,12-12-2025,Customer 300507,6905523938,2096.0,1048.0,1048.0,
82406,20-12-2025,Customer 322859,8511884659,3228.0,3228.0,0.0,
82474,06-12-2025,Customer 594454,8116093891,5422.0,2711.0,2711.0,
82484,04-12-2025,Customer 947321,8322248813,14546.0,14546.0,0.0,
82485,28-12-2025,Customer 915441,8808518084,12837.0,6418.0,6419.0,
82546,15-12-2025,Customer 651833,9994864804,10947.0,5473.0,5474.0,
82554,24-12-2025,Customer 676794,7777172221,3061.0,1530.0,1531.0,
82589,04-12-2025,Customer 794470,6736903911,14306.0,7153.0,7153.0,
82614,16-12-2025,Customer 606691,7304135099,1845.0,922.0,923.0,
82620,21-12-2025,Customer 275709,8996668505,4412.0,4412.0,0.0,
82641,24-12-2025,Customer 510547,9706941911,19727.0,9863.0,9864.0,
82647,08-12-2025,Customer 173930,8947108937,14322.0,14322.0,0.0,
82699,30-12-2025,Customer 522345,9757933813,5903.0,2951.0,2952.0,
82786,11-12-2025,Customer 260928,8646765847,3459.0,3459.0,0.0,
82815,11-12-2025,Customer 939105,8871602121,8748.0,4374.0,4374.0,
82831,08-12-2025,Customer 599523,7968651860,16123.0,8061.0,8062.0,
82856,08-12-2025,Customer 220567,6013219820,16554.0,16554.0,0.0,
